Name,Annotation status,Annotation area,CNTR,CRB,MOB,SP,WPOT,SU,SC,MAA,MAEN,MAENRC,MAFG,MAFR,MAG,MALCB,MASB,MASG
DSCN8589.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,96,0,0,0,4,0,0,0,0,0
DSCN8590.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,0,94,0,0,0,4,0,0,1,0,0
DSCN8591.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,98,0,0,0,2,0,0,0,0,0
DSCN8594.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,96,0,0,0,4,0,0,0,0,0
DSCN8595.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,2,0,0,0,0,95,0,0,0,3,0,0,0,0,0
DSCN8596.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,83,0,0,0,16,0,0,0,0,1
DSCN8692.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,46,24,0,0,0,0,0,0,0,30
DSCN8693.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,63,15,0,0,0,0,0,0,0,22
DSCN8694.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,2,0,0,0,72,13,0,0,0,3,0,0,0,10
DSCN8695.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,1,0,0,0,59,18,0,0,0,4,0,0,0,18
DSCN8696.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,43,20,0,0,0,2,0,0,0,35
DSCN8697.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,67,2,0,0,6,0,0,0,0,25
DSCN8698.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,0,29,8,0,0,0,2,0,0,0,60
DSCN8699.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,1,0,0,0,50,4,0,0,1,1,0,0,0,43
DSCN8700.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,67,4,1,0,7,0,0,0,0,21
DSCN8701.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,37,35,0,0,0,0,0,1,0,27
DSCN8711.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,87,0,0,0,10,1,2,0,0,0,0,0,0,0
DSCN8712.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,2,86,0,0,0,7,0,4,0,0,0,0,0,0,1
DSCN8713.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,3,82,0,0,0,8,0,7,0,0,0,0,0,0,0
DSCN8715.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,3,90,0,0,0,4,0,3,0,0,0,0,0,0,0
DSCN8716.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,4,80,0,0,0,7,0,9,0,0,0,0,0,0,0
DSCN8717.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,15,47,0,0,0,22,1,13,0,0,2,0,0,0,0
DSCN8718.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,3,69,0,0,0,14,0,11,0,0,3,0,0,0,0
DSCN8719.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,8,62,0,0,0,17,0,13,0,0,0,0,0,0,0
DSCN8720.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,3,92,0,0,0,4,0,0,0,0,0,0,1,0,0
DSCN8721.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,8,74,0,0,0,6,0,11,0,0,0,0,0,0,1
DSCN8743.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,93,0,0,0,4,0,0,0,0,3
DSCN8744.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,94,0,0,0,6,0,0,0,0,0
DSCN8745.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,92,0,0,0,6,0,0,0,0,2
DSCN8746.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,94,0,0,0,6,0,0,0,0,0
DSCN8747.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,1,0,0,0,76,0,0,0,22,0,0,0,0,1
DSCN8748.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,72,1,0,0,27,0,0,0,0,0
DSCN8749.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,24,0,0,0,76,0,0,0,0,0
DSCN8750.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,41,0,0,0,58,0,0,0,0,1
DSCN8751.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,29,0,0,0,71,0,0,0,0,0
DSCN8752.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,52,0,0,0,48,0,0,0,0,0
