Name,source,country,site,strata,Label,Cover
AR_PM_PC_MT_20181105_Q05,visual,AR,PC,MT,CNTR,0
AR_PM_PC_MT_20181105_Q05,visual,AR,PC,MT,CRB,2
AR_PM_PC_MT_20181105_Q05,visual,AR,PC,MT,MOB,84
AR_PM_PC_MT_20181105_Q05,visual,AR,PC,MT,MOG,0
AR_PM_PC_MT_20181105_Q05,visual,AR,PC,MT,SP,0
AR_PM_PC_MT_20181105_Q05,visual,AR,PC,MT,WPOT,0
AR_PM_PC_MT_20181105_Q05,visual,AR,PC,MT,SC,5
AR_PM_PC_MT_20181105_Q05,visual,AR,PC,MT,Unc,0
AR_PM_PC_MT_20181105_Q05,visual,AR,PC,MT,MAA,0
AR_PM_PC_MT_20181105_Q05,visual,AR,PC,MT,MAEC,0
AR_PM_PC_MT_20181105_Q05,visual,AR,PC,MT,MAEF,0
AR_PM_PC_MT_20181105_Q06,visual,AR,PC,MT,BRY,0
AR_PM_PC_MT_20181105_Q06,visual,AR,PC,MT,CNCA,0
AR_PM_PC_MT_20181105_Q06,visual,AR,PC,MT,CNTR,0
AR_PM_PC_MT_20181105_Q06,visual,AR,PC,MT,CRB,4
AR_PM_PC_MT_20181105_Q06,visual,AR,PC,MT,MOB,87
AR_PM_PC_MT_20181105_Q06,visual,AR,PC,MT,MOG,0
AR_PM_PC_MT_20181105_Q06,visual,AR,PC,MT,SP,0
AR_PM_PC_MT_20181105_Q06,visual,AR,PC,MT,WPOT,0
AR_PM_PC_MT_20181105_Q06,visual,AR,PC,MT,SC,2
AR_PM_PC_MT_20181105_Q06,visual,AR,PC,MT,Unc,0
AR_PM_PC_MT_20181105_Q06,visual,AR,PC,MT,MAA,1
AR_PM_PC_MT_20181105_Q06,visual,AR,PC,MT,MAEC,0
AR_PM_PC_MT_20181105_Q06,visual,AR,PC,MT,MAEF,0
AR_PM_PC_MT_20181105_Q07,visual,AR,PC,MT,BRY,0
AR_PM_PC_MT_20181105_Q07,visual,AR,PC,MT,CNCA,0
AR_PM_PC_MT_20181105_Q07,visual,AR,PC,MT,CNTR,0
AR_PM_PC_MT_20181105_Q07,visual,AR,PC,MT,CRB,7
AR_PM_PC_MT_20181105_Q07,visual,AR,PC,MT,MOB,89
AR_PM_PC_MT_20181105_Q07,visual,AR,PC,MT,MOG,0
AR_PM_PC_MT_20181105_Q07,visual,AR,PC,MT,SP,0
AR_PM_PC_MT_20181105_Q07,visual,AR,PC,MT,WPOT,0
AR_PM_PC_MT_20181105_Q07,visual,AR,PC,MT,SC,2
AR_PM_PC_MT_20181105_Q07,visual,AR,PC,MT,Unc,0
AR_PM_PC_MT_20181105_Q07,visual,AR,PC,MT,MAA,0
AR_PM_PC_MT_20181105_Q07,visual,AR,PC,MT,MAEC,0
AR_PM_PC_MT_20181105_Q07,visual,AR,PC,MT,MAEF,0
AR_PM_PC_MT_20181105_Q08,visual,AR,PC,MT,BRY,0
AR_PM_PC_MT_20181105_Q08,visual,AR,PC,MT,CNCA,0
AR_PM_PC_MT_20181105_Q08,visual,AR,PC,MT,CNTR,0
AR_PM_PC_MT_20181105_Q08,visual,AR,PC,MT,CRB,5
AR_PM_PC_MT_20181105_Q08,visual,AR,PC,MT,MOB,94
AR_PM_PC_MT_20181105_Q08,visual,AR,PC,MT,MOG,0
AR_PM_PC_MT_20181105_Q08,visual,AR,PC,MT,SP,0
AR_PM_PC_MT_20181105_Q08,visual,AR,PC,MT,WPOT,0
AR_PM_PC_MT_20181105_Q08,visual,AR,PC,MT,SC,1
AR_PM_PC_MT_20181105_Q08,visual,AR,PC,MT,Unc,0
AR_PM_PC_MT_20181105_Q08,visual,AR,PC,MT,MAA,0
AR_PM_PC_MT_20181105_Q08,visual,AR,PC,MT,MAEC,0
AR_PM_PC_MT_20181105_Q08,visual,AR,PC,MT,MAEF,0
AR_PM_PC_MT_20181105_Q09,visual,AR,PC,MT,BRY,0
AR_PM_PC_MT_20181105_Q09,visual,AR,PC,MT,CNCA,0
AR_PM_PC_MT_20181105_Q09,visual,AR,PC,MT,CNTR,0
AR_PM_PC_MT_20181105_Q09,visual,AR,PC,MT,CRB,4
AR_PM_PC_MT_20181105_Q09,visual,AR,PC,MT,MOB,86
AR_PM_PC_MT_20181105_Q09,visual,AR,PC,MT,MOG,0
AR_PM_PC_MT_20181105_Q09,visual,AR,PC,MT,SP,0
AR_PM_PC_MT_20181105_Q09,visual,AR,PC,MT,WPOT,0
AR_PM_PC_MT_20181105_Q09,visual,AR,PC,MT,SC,6
AR_PM_PC_MT_20181105_Q09,visual,AR,PC,MT,Unc,0
AR_PM_PC_MT_20181105_Q09,visual,AR,PC,MT,MAA,0
AR_PM_PC_MT_20181105_Q09,visual,AR,PC,MT,MAEC,0
AR_PM_PC_MT_20181105_Q09,visual,AR,PC,MT,MAEF,0
AR_PM_PC_MT_20181105_Q10,visual,AR,PC,MT,BRY,0
AR_PM_PC_MT_20181105_Q10,visual,AR,PC,MT,CNCA,0
AR_PM_PC_MT_20181105_Q10,visual,AR,PC,MT,CNTR,0
AR_PM_PC_MT_20181105_Q10,visual,AR,PC,MT,CRB,7
AR_PM_PC_MT_20181105_Q10,visual,AR,PC,MT,MOB,87
AR_PM_PC_MT_20181105_Q10,visual,AR,PC,MT,MOG,0
AR_PM_PC_MT_20181105_Q10,visual,AR,PC,MT,SP,0
AR_PM_PC_MT_20181105_Q10,visual,AR,PC,MT,WPOT,0
AR_PM_PC_MT_20181105_Q10,visual,AR,PC,MT,SC,1
AR_PM_PC_MT_20181105_Q10,visual,AR,PC,MT,Unc,0
AR_PM_PC_MT_20181105_Q10,visual,AR,PC,MT,MAA,0
